nm,SCAN
400,4.15
401,4.14
402,4.11
403,4.18
404,4.21
405,4.26
406,4.28
407,4.22
408,4.11
409,4.09
410,4.08
411,4.18
412,4.25
413,4.24
414,4.27
415,4.23
416,4.23
417,4.18
418,4.18
419,4.2
420,4.2
421,4.16
422,4.17
423,4.17
424,4.14
425,4.14
426,4.12
427,4.16
428,4.18
429,4.22
430,4.28
431,4.26
432,4.27
433,4.24
434,4.15
435,4.13
436,4.13
437,4.15
438,4.15
439,4.17
440,4.16
441,4.14
442,4.11
443,4.11
444,4.09
445,4.08
446,4.1
447,4.12
448,4.14
449,4.14
450,4.14
451,4.12
452,4.14
453,4.1
454,4.14
455,4.08
456,4.08
457,4.12
458,4.12
459,4.14
460,4.15
461,4.13
462,4.1
463,4.12
464,4.12
465,4.13
466,4.13
467,4.13
468,4.11
469,4.1
470,4.09
471,4.1
472,4.1
473,4.11
474,4.1
475,4.1
476,4.09
477,4.09
478,4.09
479,4.09
480,4.08
481,4.08
482,4.07
483,4.06
484,4.07
485,4.07
486,4.07
487,4.08
488,4.08
489,4.07
490,4.06
491,4.06
492,4.06
493,4.06
494,4.07
495,4.07
496,4.07
497,4.07
498,4.06
499,4.05
500,4.05
501,4.05
502,4.06
503,4.05
504,4.05
505,4.03
506,4.03
507,4.02
508,4.04
509,4.05
510,4.04
511,4.04
512,4.04
513,4.03
514,4.03
515,4.04
516,4.03
517,4.04
518,4.04
519,4.03
520,4.03
521,4.04
522,4.03
523,4.03
524,4.03
525,4.04
526,4.04
527,4.03
528,4.04
529,4.03
530,4.03
531,4.04
532,4.04
533,4.04
534,4.03
535,4.04
536,4.03
537,4.04
538,4.04
539,4.04
540,4.03
541,4.03
542,4.02
543,4.02
544,4.03
545,4.01
546,4
547,4.01
548,4.01
549,4.04
550,4.04
551,4.04
552,4.04
553,4.03
554,4.03
555,4.03
556,4.03
557,4.02
558,4.01
559,4
560,4
561,4
562,4.01
563,4
564,4
565,4
566,4
567,4
568,4
569,4
570,4.01
571,4
572,3.99
573,4
574,3.99
575,4
576,4.01
577,4.01
578,4.01
579,4
580,3.99
581,3.99
582,3.99
583,3.99
584,3.98
585,3.98
586,3.98
587,3.98
588,3.98
589,3.97
590,3.97
591,3.96
592,3.97
593,3.97
594,3.98
595,3.98
596,3.97
597,3.98
598,3.98
599,3.98
600,3.98
601,3.97
602,3.97
603,3.98
604,3.98
605,3.98
606,3.97
607,3.95
608,3.95
609,3.95
610,3.95
611,3.96
612,3.96
613,3.96
614,3.96
615,3.95
616,3.96
617,3.96
618,3.96
619,3.96
620,3.96
621,3.96
622,3.95
623,3.96
624,3.96
625,3.96
626,3.95
627,3.94
628,3.94
629,3.95
630,3.95
631,3.95
632,3.96
633,3.94
634,3.95
635,3.96
636,3.95
637,3.95
638,3.95
639,3.94
640,3.94
641,3.94
642,3.94
643,3.94
644,3.94
645,3.94
646,3.94
647,3.94
648,3.93
649,3.93
650,3.91
651,3.91
652,3.91
653,3.91
654,3.91
655,3.92
656,3.92
657,3.91
658,3.92
659,3.91
660,3.91
661,3.91
662,3.9
663,3.9
664,3.9
665,3.9
666,3.9
667,3.9
668,3.9
669,3.88
670,3.87
671,3.88
672,3.87
673,3.87
674,3.87
675,3.87
676,3.88
677,3.87
678,3.86
679,3.85
680,3.85
681,3.86
682,3.87
683,3.87
684,3.87
685,3.88
686,3.87
687,3.87
688,3.87
689,3.86
690,3.87
691,3.86
692,3.85
693,3.85
694,3.84
695,3.83
696,3.84
697,3.84
698,3.84
699,3.83
700,3.84
