nm,SCAN
400,5.21
401,5.25
402,5.24
403,5.21
404,5.12
405,5.1
406,5.14
407,5.12
408,5.07
409,5.15
410,5.08
411,5.13
412,5.22
413,5.16
414,5.17
415,5.13
416,5.15
417,5.07
418,5.05
419,5.11
420,5.11
421,5.07
422,5.05
423,4.99
424,4.93
425,4.9
426,4.89
427,4.92
428,4.92
429,4.99
430,5.02
431,5
432,4.98
433,4.94
434,4.87
435,4.86
436,4.89
437,4.91
438,4.9
439,4.96
440,4.92
441,4.89
442,4.88
443,4.84
444,4.86
445,4.87
446,4.91
447,4.93
448,4.9
449,4.91
450,4.86
451,4.85
452,4.83
453,4.82
454,4.83
455,4.82
456,4.83
457,4.85
458,4.85
459,4.85
460,4.83
461,4.78
462,4.76
463,4.75
464,4.74
465,4.78
466,4.77
467,4.8
468,4.8
469,4.77
470,4.76
471,4.76
472,4.76
473,4.74
474,4.72
475,4.71
476,4.71
477,4.73
478,4.75
479,4.74
480,4.73
481,4.71
482,4.71
483,4.71
484,4.71
485,4.72
486,4.72
487,4.71
488,4.69
489,4.68
490,4.67
491,4.66
492,4.65
493,4.64
494,4.64
495,4.64
496,4.65
497,4.64
498,4.64
499,4.64
500,4.63
501,4.62
502,4.63
503,4.61
504,4.59
505,4.59
506,4.59
507,4.59
508,4.61
509,4.61
510,4.61
511,4.6
512,4.59
513,4.59
514,4.58
515,4.59
516,4.58
517,4.58
518,4.58
519,4.57
520,4.57
521,4.56
522,4.55
523,4.55
524,4.54
525,4.54
526,4.55
527,4.54
528,4.55
529,4.55
530,4.54
531,4.54
532,4.55
533,4.54
534,4.54
535,4.53
536,4.53
537,4.53
538,4.52
539,4.52
540,4.5
541,4.49
542,4.48
543,4.48
544,4.47
545,4.48
546,4.49
547,4.48
548,4.5
549,4.49
550,4.49
551,4.49
552,4.5
553,4.49
554,4.49
555,4.49
556,4.47
557,4.46
558,4.46
559,4.46
560,4.45
561,4.46
562,4.45
563,4.45
564,4.45
565,4.45
566,4.46
567,4.46
568,4.46
569,4.46
570,4.45
571,4.45
572,4.44
573,4.43
574,4.43
575,4.43
576,4.44
577,4.45
578,4.43
579,4.42
580,4.42
581,4.41
582,4.42
583,4.41
584,4.4
585,4.41
586,4.41
587,4.4
588,4.4
589,4.38
590,4.38
591,4.38
592,4.39
593,4.39
594,4.39
595,4.39
596,4.4
597,4.4
598,4.4
599,4.4
600,4.39
601,4.38
602,4.37
603,4.37
604,4.36
605,4.35
606,4.35
607,4.34
608,4.35
609,4.35
610,4.36
611,4.35
612,4.35
613,4.35
614,4.35
615,4.35
616,4.35
617,4.35
618,4.35
619,4.34
620,4.35
621,4.33
622,4.33
623,4.33
624,4.32
625,4.32
626,4.32
627,4.32
628,4.32
629,4.33
630,4.33
631,4.32
632,4.33
633,4.32
634,4.32
635,4.32
636,4.32
637,4.32
638,4.31
639,4.31
640,4.3
641,4.3
642,4.3
643,4.3
644,4.3
645,4.29
646,4.29
647,4.29
648,4.27
649,4.27
650,4.26
651,4.25
652,4.25
653,4.26
654,4.27
655,4.27
656,4.27
657,4.26
658,4.25
659,4.25
660,4.25
661,4.24
662,4.24
663,4.24
664,4.23
665,4.23
666,4.23
667,4.22
668,4.23
669,4.22
670,4.22
671,4.2
672,4.21
673,4.21
674,4.21
675,4.23
676,4.23
677,4.22
678,4.2
679,4.19
680,4.18
681,4.18
682,4.18
683,4.19
684,4.19
685,4.2
686,4.19
687,4.19
688,4.18
689,4.17
690,4.17
691,4.17
692,4.17
693,4.17
694,4.16
695,4.15
696,4.16
697,4.15
698,4.16
699,4.16
700,4.17
