nm,SCAN
400,2.16
401,1.83
402,1.61
403,1.36
404,1.11
405,0.91
406,0.79
407,0.75
408,0.64
409,0.56
410,0.45
411,0.48
412,0.52
413,0.53
414,0.74
415,0.85
416,1
417,1.25
418,1.47
419,1.62
420,1.83
421,2.03
422,2.36
423,2.61
424,2.98
425,3.23
426,3.55
427,3.96
428,4.31
429,4.67
430,5.08
431,5.4
432,5.81
433,6.24
434,6.61
435,6.98
436,7.33
437,7.73
438,8.05
439,8.48
440,8.88
441,9.32
442,9.7
443,10.12
444,10.54
445,10.88
446,11.23
447,11.58
448,11.95
449,12.33
450,12.69
451,13.06
452,13.48
453,13.78
454,14.05
455,14.38
456,14.68
457,15.03
458,15.32
459,15.64
460,15.97
461,16.28
462,16.55
463,16.83
464,17.11
465,17.34
466,17.59
467,17.83
468,18.08
469,18.33
470,18.57
471,18.8
472,19
473,19.16
474,19.36
475,19.53
476,19.77
477,19.97
478,20.16
479,20.34
480,20.49
481,20.63
482,20.78
483,20.96
484,21.11
485,21.27
486,21.35
487,21.47
488,21.58
489,21.66
490,21.82
491,21.96
492,22.08
493,22.19
494,22.3
495,22.39
496,22.47
497,22.55
498,22.62
499,22.67
500,22.72
501,22.81
502,22.87
503,22.93
504,23.01
505,23.03
506,23.05
507,23.08
508,23.12
509,23.17
510,23.2
511,23.24
512,23.25
513,23.25
514,23.28
515,23.27
516,23.27
517,23.27
518,23.27
519,23.27
520,23.27
521,23.27
522,23.27
523,23.25
524,23.22
525,23.2
526,23.16
527,23.14
528,23.1
529,23.06
530,23.02
531,22.98
532,22.95
533,22.91
534,22.87
535,22.82
536,22.75
537,22.7
538,22.63
539,22.58
540,22.51
541,22.44
542,22.38
543,22.31
544,22.24
545,22.17
546,22.08
547,22
548,21.93
549,21.83
550,21.75
551,21.66
552,21.59
553,21.5
554,21.41
555,21.3
556,21.22
557,21.13
558,21.02
559,20.95
560,20.85
561,20.75
562,20.64
563,20.54
564,20.44
565,20.33
566,20.21
567,20.07
568,19.95
569,19.86
570,19.76
571,19.66
572,19.55
573,19.43
574,19.33
575,19.21
576,19.1
577,18.99
578,18.85
579,18.72
580,18.6
581,18.48
582,18.37
583,18.23
584,18.11
585,18
586,17.89
587,17.76
588,17.63
589,17.49
590,17.36
591,17.25
592,17.13
593,17
594,16.89
595,16.76
596,16.63
597,16.48
598,16.35
599,16.24
600,16.13
601,16.01
602,15.87
603,15.74
604,15.61
605,15.49
606,15.37
607,15.24
608,15.12
609,14.97
610,14.85
611,14.7
612,14.58
613,14.47
614,14.36
615,14.25
616,14.13
617,13.99
618,13.87
619,13.74
620,13.64
621,13.53
622,13.41
623,13.29
624,13.16
625,13.04
626,12.92
627,12.78
628,12.64
629,12.53
630,12.42
631,12.31
632,12.19
633,12.05
634,11.93
635,11.8
636,11.68
637,11.57
638,11.43
639,11.33
640,11.22
641,11.12
642,11.01
643,10.88
644,10.78
645,10.69
646,10.57
647,10.46
648,10.35
649,10.23
650,10.13
651,10
652,9.9
653,9.8
654,9.69
655,9.56
656,9.47
657,9.37
658,9.26
659,9.17
660,9.07
661,8.99
662,8.91
663,8.78
664,8.69
665,8.59
666,8.5
667,8.38
668,8.3
669,8.23
670,8.12
671,8.06
672,7.98
673,7.9
674,7.81
675,7.72
676,7.64
677,7.54
678,7.46
679,7.38
680,7.29
681,7.21
682,7.14
683,7.06
684,6.97
685,6.9
686,6.83
687,6.76
688,6.69
689,6.64
690,6.55
691,6.49
692,6.41
693,6.33
694,6.28
695,6.2
696,6.15
697,6.08
698,6.02
699,5.95
700,5.9
