nm,SCAN
380,0.81
381,0.85
382,0.77
383,0.74
384,0.79
385,0.87
386,0.94
387,1.02
388,1.05
389,1.01
390,1.01
391,0.92
392,0.95
393,0.9
394,0.96
395,1.04
396,1.07
397,1.1
398,1.09
399,1.11
400,1.09
401,1.02
402,1.03
403,1.08
404,1.15
405,1.21
406,1.21
407,1.24
408,1.18
409,1.15
410,1.19
411,1.23
412,1.21
413,1.2
414,1.17
415,1.17
416,1.17
417,1.22
418,1.28
419,1.25
420,1.3
421,1.3
422,1.27
423,1.24
424,1.26
425,1.24
426,1.25
427,1.27
428,1.31
429,1.3
430,1.32
431,1.31
432,1.28
433,1.27
434,1.32
435,1.31
436,1.33
437,1.35
438,1.35
439,1.39
440,1.44
441,1.45
442,1.42
443,1.42
444,1.4
445,1.42
446,1.42
447,1.43
448,1.46
449,1.43
450,1.44
451,1.44
452,1.45
453,1.49
454,1.52
455,1.55
456,1.59
457,1.59
458,1.6
459,1.6
460,1.6
461,1.6
462,1.61
463,1.63
464,1.63
465,1.63
466,1.63
467,1.64
468,1.65
469,1.66
470,1.68
471,1.68
472,1.68
473,1.69
474,1.71
475,1.75
476,1.76
477,1.77
478,1.78
479,1.78
480,1.8
481,1.82
482,1.83
483,1.85
484,1.87
485,1.88
486,1.88
487,1.88
488,1.9
489,1.91
490,1.93
491,1.96
492,1.98
493,1.98
494,1.98
495,1.99
496,2.01
497,2.03
498,2.06
499,2.07
500,2.07
501,2.08
502,2.09
503,2.11
504,2.13
505,2.15
506,2.16
507,2.17
508,2.18
509,2.19
510,2.21
511,2.22
512,2.24
513,2.26
514,2.27
515,2.3
516,2.33
517,2.34
518,2.36
519,2.38
520,2.39
521,2.4
522,2.41
523,2.41
524,2.42
525,2.45
526,2.46
527,2.48
528,2.51
529,2.51
530,2.54
531,2.56
532,2.57
533,2.58
534,2.58
535,2.59
536,2.61
537,2.63
538,2.65
539,2.66
540,2.68
541,2.7
542,2.71
543,2.72
544,2.73
545,2.74
546,2.75
547,2.78
548,2.79
549,2.81
550,2.82
551,2.83
552,2.85
553,2.88
554,2.89
555,2.9
556,2.91
557,2.91
558,2.92
559,2.93
560,2.94
561,2.96
562,2.98
563,3.01
564,3.02
565,3.04
566,3.05
567,3.05
568,3.06
569,3.07
570,3.08
571,3.1
572,3.11
573,3.13
574,3.14
575,3.16
576,3.16
577,3.18
578,3.2
579,3.21
580,3.21
581,3.22
582,3.23
583,3.25
584,3.26
585,3.28
586,3.28
587,3.3
588,3.31
589,3.32
590,3.33
591,3.35
592,3.36
593,3.36
594,3.37
595,3.37
596,3.39
597,3.41
598,3.43
599,3.44
600,3.44
601,3.45
602,3.45
603,3.46
604,3.48
605,3.49
606,3.5
607,3.51
608,3.52
609,3.53
610,3.54
611,3.55
612,3.55
613,3.56
614,3.57
615,3.59
616,3.59
617,3.61
618,3.62
619,3.64
620,3.65
621,3.65
622,3.66
623,3.67
624,3.68
625,3.69
626,3.7
627,3.68
628,3.7
629,3.71
630,3.72
631,3.73
632,3.75
633,3.75
634,3.76
635,3.76
636,3.76
637,3.76
638,3.77
639,3.78
640,3.79
641,3.79
642,3.79
643,3.8
644,3.8
645,3.81
646,3.82
647,3.83
648,3.84
649,3.84
650,3.85
651,3.84
652,3.85
653,3.86
654,3.87
655,3.89
656,3.89
657,3.91
658,3.91
659,3.9
660,3.91
661,3.91
662,3.9
663,3.91
664,3.93
665,3.93
666,3.94
667,3.94
668,3.95
669,3.95
670,3.96
671,3.96
672,3.95
673,3.96
674,3.96
675,3.97
676,3.98
677,3.98
678,3.97
679,3.97
680,3.96
681,3.97
682,3.98
683,3.99
684,4
685,4
686,3.99
687,3.98
688,3.99
689,4.01
690,4.02
691,4.03
692,4.03
693,4.02
694,4.02
695,4.01
696,4.03
697,4.02
698,4.02
699,4.03
700,4.03
701,4.03
702,4.03
703,4.03
704,4.02
705,4.02
706,4.03
707,4.03
708,4.02
709,4.03
710,4.03
711,4.03
712,4.03
713,4.02
714,4.03
715,4.03
716,4.03
717,4.04
718,4.03
719,4.03
720,4.04
721,4.04
722,4.05
723,4.05
724,4.06
725,4.06
726,4.06
727,4.06
728,4.05
729,4.05
730,4.04
731,4.05
732,4.04
733,4.04
734,4.05
735,4.05
736,4.04
737,4.04
738,4.02
739,4.03
740,4.03
741,4.04
742,4.05
743,4.04
744,4.04
745,4.01
746,4.02
747,4.02
748,4.03
749,4.04
750,4.03
751,4.04
752,4.03
753,4.04
754,4.04
755,4.04
756,4.04
757,4.05
758,4.04
759,4.02
760,4.01
761,4
762,4.01
763,4.02
764,4.02
765,4.02
766,4.01
767,4
768,3.99
769,3.98
770,3.99
771,3.99
772,4.01
773,3.99
774,3.98
775,3.97
776,3.95
777,3.98
778,3.98
779,4.01
780,4.01
