nm,SCAN
400,10.91
401,9.62
402,8.79
403,8.07
404,7.77
405,7.91
406,8.39
407,9.06
408,10.13
409,11.45
410,12.81
411,14.32
412,15.72
413,16.69
414,17.67
415,18.43
416,18.81
417,18.85
418,18.68
419,18.29
420,17.59
421,16.68
422,15.56
423,14.29
424,12.94
425,11.88
426,10.51
427,9.36
428,8.34
429,7.57
430,7.19
431,6.98
432,7.1
433,7.47
434,8.14
435,9.09
436,10.17
437,11.34
438,12.28
439,13.45
440,14.53
441,15.57
442,16.46
443,17.14
444,17.61
445,17.88
446,17.97
447,17.91
448,17.6
449,17.13
450,16.44
451,15.59
452,14.65
453,13.56
454,12.69
455,11.58
456,10.47
457,9.45
458,8.55
459,7.75
460,7.13
461,6.69
462,6.47
463,6.48
464,6.65
465,7.03
466,7.6
467,8.29
468,9.1
469,10
470,10.93
471,11.89
472,12.81
473,13.51
474,14.3
475,14.99
476,15.58
477,16.07
478,16.45
479,16.67
480,16.75
481,16.69
482,16.48
483,16.16
484,15.69
485,15.13
486,14.63
487,13.94
488,13.17
489,12.34
490,11.48
491,10.61
492,9.76
493,8.96
494,8.21
495,7.57
496,7.03
497,6.62
498,6.3
499,6.12
500,6.07
501,6.16
502,6.4
503,6.75
504,7.2
505,7.63
506,8.21
507,8.86
508,9.57
509,10.28
510,11.03
511,11.73
512,12.41
513,13.05
514,13.62
515,14.13
516,14.58
517,14.96
518,15.24
519,15.44
520,15.55
521,15.56
522,15.51
523,15.37
524,15.14
525,14.82
526,14.44
527,14
528,13.51
529,12.96
530,12.36
531,11.74
532,11.09
533,10.44
534,9.8
535,9.18
536,8.58
537,8.02
538,7.52
539,7.07
540,6.69
541,6.38
542,6.15
543,5.99
544,5.9
545,5.91
546,5.99
547,6.15
548,6.39
549,6.75
550,7.09
551,7.5
552,7.96
553,8.43
554,8.94
555,9.45
556,9.97
557,10.48
558,10.98
559,11.46
560,11.93
561,12.35
562,12.76
563,13.11
564,13.42
565,13.69
566,13.89
567,14.07
568,14.16
569,14.2
570,14.2
571,14.15
572,14.07
573,13.91
574,13.71
575,13.47
576,13.18
577,12.86
578,12.52
579,12.07
580,11.67
581,11.25
582,10.81
583,10.37
584,9.94
585,9.49
586,9.04
587,8.6
588,8.17
589,7.7
590,7.34
591,7.01
592,6.72
593,6.47
594,6.26
595,6.08
596,5.95
597,5.85
598,5.8
599,5.8
600,5.84
601,5.92
602,6.04
603,6.21
604,6.39
605,6.65
606,6.9
607,7.18
608,7.48
609,7.8
610,8.13
611,8.55
612,8.89
613,9.24
614,9.58
615,9.91
616,10.25
617,10.62
618,10.92
619,11.2
620,11.45
621,11.7
622,11.91
623,12.14
624,12.3
625,12.43
626,12.54
627,12.6
628,12.67
629,12.68
630,12.67
631,12.65
632,12.59
633,12.48
634,12.37
635,12.23
636,12.08
637,11.9
638,11.66
639,11.45
640,11.21
641,10.95
642,10.7
643,10.37
644,10.09
645,9.83
646,9.55
647,9.21
648,8.93
649,8.64
650,8.37
651,8.04
652,7.77
653,7.52
654,7.28
655,7.02
656,6.81
657,6.63
658,6.45
659,6.27
660,6.13
661,6.02
662,5.94
663,5.86
664,5.83
665,5.8
666,5.79
667,5.82
668,5.87
669,5.93
670,6.02
671,6.1
672,6.21
673,6.33
674,6.5
675,6.65
676,6.81
677,7.02
678,7.2
679,7.39
680,7.61
681,7.8
682,7.99
683,8.17
684,8.42
685,8.62
686,8.81
687,9.04
688,9.22
689,9.39
690,9.61
691,9.76
692,9.89
693,10.07
694,10.19
695,10.31
696,10.45
697,10.54
698,10.64
699,10.72
700,10.76
