nm,SCAN
400,15.46
401,16.76
402,17.54
403,18.25
404,18.65
405,18.75
406,18.51
407,18.05
408,17.28
409,16.16
410,14.8
411,13.45
412,12.06
413,10.98
414,9.75
415,8.73
416,8.03
417,7.62
418,7.66
419,7.94
420,8.53
421,9.45
422,10.59
423,11.78
424,13
425,14
426,15.14
427,16.18
428,17
429,17.58
430,17.93
431,18
432,17.93
433,17.6
434,17.02
435,16.2
436,15.26
437,14.14
438,13.21
439,12.05
440,10.86
441,9.76
442,8.78
443,7.98
444,7.4
445,7.06
446,6.99
447,7.11
448,7.51
449,8.14
450,8.93
451,9.84
452,10.85
453,11.84
454,12.63
455,13.61
456,14.52
457,15.31
458,15.98
459,16.51
460,16.85
461,16.99
462,16.99
463,16.86
464,16.52
465,16.06
466,15.42
467,14.72
468,13.9
469,12.98
470,12.03
471,11.06
472,10.11
473,9.39
474,8.57
475,7.85
476,7.28
477,6.85
478,6.61
479,6.52
480,6.63
481,6.9
482,7.3
483,7.83
484,8.47
485,9.19
486,9.82
487,10.63
488,11.43
489,12.21
490,12.96
491,13.66
492,14.29
493,14.86
494,15.3
495,15.66
496,15.87
497,15.97
498,15.96
499,15.83
500,15.59
501,15.26
502,14.82
503,14.3
504,13.7
505,13.16
506,12.45
507,11.69
508,10.93
509,10.17
510,9.45
511,8.76
512,8.13
513,7.57
514,7.11
515,6.72
516,6.44
517,6.28
518,6.22
519,6.26
520,6.41
521,6.66
522,7
523,7.42
524,7.91
525,8.46
526,9.06
527,9.66
528,10.29
529,10.9
530,11.5
531,12.09
532,12.62
533,13.12
534,13.56
535,13.94
536,14.27
537,14.53
538,14.71
539,14.83
540,14.87
541,14.84
542,14.73
543,14.54
544,14.29
545,13.98
546,13.62
547,13.2
548,12.75
549,12.15
550,11.61
551,11.06
552,10.5
553,9.96
554,9.41
555,8.88
556,8.37
557,7.88
558,7.45
559,7.06
560,6.73
561,6.46
562,6.25
563,6.09
564,6.02
565,6
566,6.06
567,6.2
568,6.38
569,6.61
570,6.89
571,7.21
572,7.57
573,7.96
574,8.37
575,8.81
576,9.24
577,9.68
578,10.11
579,10.62
580,11.03
581,11.41
582,11.77
583,12.12
584,12.44
585,12.72
586,12.96
587,13.15
588,13.29
589,13.4
590,13.46
591,13.48
592,13.47
593,13.41
594,13.3
595,13.16
596,12.99
597,12.73
598,12.49
599,12.21
600,11.9
601,11.57
602,11.22
603,10.86
604,10.49
605,10.03
606,9.64
607,9.25
608,8.87
609,8.5
610,8.14
611,7.74
612,7.41
613,7.13
614,6.86
615,6.64
616,6.45
617,6.24
618,6.11
619,5.99
620,5.92
621,5.89
622,5.9
623,5.96
624,6.02
625,6.13
626,6.27
627,6.43
628,6.67
629,6.88
630,7.1
631,7.34
632,7.6
633,7.93
634,8.21
635,8.5
636,8.78
637,9.05
638,9.39
639,9.66
640,9.94
641,10.2
642,10.44
643,10.71
644,10.91
645,11.11
646,11.29
647,11.48
648,11.61
649,11.72
650,11.81
651,11.88
652,11.92
653,11.96
654,11.97
655,11.95
656,11.91
657,11.84
658,11.74
659,11.62
660,11.5
661,11.37
662,11.22
663,11.03
664,10.84
665,10.63
666,10.41
667,10.14
668,9.92
669,9.69
670,9.43
671,9.18
672,8.94
673,8.71
674,8.4
675,8.17
676,7.95
677,7.68
678,7.48
679,7.28
680,7.05
681,6.86
682,6.7
683,6.55
684,6.39
685,6.27
686,6.17
687,6.08
688,6
689,5.95
690,5.91
691,5.87
692,5.87
693,5.89
694,5.92
695,5.97
696,6.04
697,6.1
698,6.23
699,6.31
700,6.43
