nm,SCAN
400,3.3
401,3.38
402,3.43
403,3.5
404,3.58
405,3.61
406,3.6
407,3.63
408,3.55
409,3.43
410,3.3
411,3.16
412,3.08
413,3
414,2.94
415,2.86
416,2.74
417,2.61
418,2.48
419,2.46
420,2.37
421,2.28
422,2.3
423,2.32
424,2.42
425,2.55
426,2.66
427,2.76
428,2.86
429,2.92
430,3.03
431,3.14
432,3.26
433,3.35
434,3.43
435,3.49
436,3.5
437,3.49
438,3.5
439,3.47
440,3.47
441,3.42
442,3.35
443,3.26
444,3.2
445,3.15
446,3.06
447,2.99
448,2.89
449,2.79
450,2.73
451,2.68
452,2.63
453,2.57
454,2.56
455,2.53
456,2.52
457,2.53
458,2.56
459,2.58
460,2.59
461,2.64
462,2.69
463,2.71
464,2.76
465,2.82
466,2.87
467,2.92
468,2.97
469,3.02
470,3.06
471,3.08
472,3.13
473,3.16
474,3.17
475,3.19
476,3.2
477,3.18
478,3.19
479,3.18
480,3.16
481,3.14
482,3.12
483,3.09
484,3.05
485,3.03
486,3.02
487,2.99
488,2.96
489,2.93
490,2.89
491,2.85
492,2.83
493,2.81
494,2.79
495,2.76
496,2.74
497,2.72
498,2.7
499,2.7
500,2.69
501,2.67
502,2.67
503,2.66
504,2.66
505,2.66
506,2.66
507,2.65
508,2.66
509,2.66
510,2.67
511,2.69
512,2.7
513,2.72
514,2.73
515,2.75
516,2.76
517,2.79
518,2.82
519,2.85
520,2.89
521,2.91
522,2.93
523,2.96
524,2.98
525,3.01
526,3.05
527,3.09
528,3.11
529,3.14
530,3.16
531,3.17
532,3.19
533,3.21
534,3.22
535,3.22
536,3.23
537,3.23
538,3.22
539,3.21
540,3.2
541,3.17
542,3.14
543,3.11
544,3.08
545,3.04
546,3
547,2.96
548,2.91
549,2.85
550,2.81
551,2.76
552,2.72
553,2.67
554,2.63
555,2.59
556,2.54
557,2.5
558,2.47
559,2.45
560,2.43
561,2.39
562,2.38
563,2.36
564,2.35
565,2.35
566,2.36
567,2.37
568,2.4
569,2.43
570,2.45
571,2.49
572,2.52
573,2.58
574,2.63
575,2.68
576,2.74
577,2.79
578,2.85
579,2.94
580,2.99
581,3.05
582,3.12
583,3.17
584,3.22
585,3.28
586,3.33
587,3.38
588,3.42
589,3.47
590,3.51
591,3.54
592,3.56
593,3.57
594,3.57
595,3.58
596,3.58
597,3.59
598,3.58
599,3.55
600,3.53
601,3.48
602,3.44
603,3.4
604,3.34
605,3.28
606,3.22
607,3.15
608,3.09
609,3.03
610,2.97
611,2.89
612,2.82
613,2.75
614,2.68
615,2.62
616,2.55
617,2.46
618,2.4
619,2.35
620,2.29
621,2.24
622,2.2
623,2.15
624,2.12
625,2.1
626,2.08
627,2.06
628,2.05
629,2.05
630,2.05
631,2.06
632,2.07
633,2.1
634,2.13
635,2.16
636,2.21
637,2.25
638,2.31
639,2.37
640,2.43
641,2.49
642,2.55
643,2.63
644,2.7
645,2.77
646,2.85
647,2.93
648,3
649,3.07
650,3.14
651,3.23
652,3.3
653,3.37
654,3.43
655,3.5
656,3.55
657,3.62
658,3.66
659,3.71
660,3.74
661,3.76
662,3.79
663,3.82
664,3.84
665,3.84
666,3.84
667,3.84
668,3.84
669,3.84
670,3.82
671,3.8
672,3.76
673,3.73
674,3.69
675,3.64
676,3.6
677,3.54
678,3.48
679,3.43
680,3.36
681,3.3
682,3.24
683,3.18
684,3.09
685,3.01
686,2.94
687,2.85
688,2.79
689,2.73
690,2.64
691,2.59
692,2.52
693,2.44
694,2.38
695,2.3
696,2.24
697,2.19
698,2.13
699,2.09
700,2.04
